sl_no,ministry,sector,project_name,agency,project_id,legacy_ocms_code,pmgid,state,approval_date_mm_yyyy,start_date_mm_yyyy,original_target_doc_mm_yyyy,revised_target_doc_mm_yyyy,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_percent,report_month,source_pdf_page,source_file,snapshot_date,anticipated_target_doc_mm_yyyy,anticipated_cost_crore,clean_project_id,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,burn_rate_pct,burn_progress_gap,cost_variation_pct,time_elapsed_ratio,delay_months_actual,is_delayed,is_cost_overrun
647,Ministry of Railways,Railways,Dimapur [Dhansiri]-Sukhobi Kohima [Zubza] NL [82.5 Km],Northeast Frontier Railway [NFR],705392,,,"Multi-States (Assam, Nagaland)",08/2015,,02/2016,03/2025,12.0,2025.0,6663.0,6663.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705392,12.0,2025.0,6663.0,100.0,300.0,200.0,500.0,1.1,109.0,1,1
646,Ministry of Railways,Railways,Lumding Furkating Doubling Project 140 km,Northeast Frontier Railway [NFR],616701,,,"Multi-States (Assam, Nagaland)",02/2024,,01/2025,02/2028,2123.7,2123.7,13.74,0.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,616701,2123.7,2123.7,13.74,0.0,0.6469840372934031,0.6469840372934031,0.0,0.1,37.0,1,0
658,Ministry of Railways,Railways,Sardega -Bhalumuda New Double line [37.24 Km],SECR,617390,,,"Multi-States (Chhattisgarh, Odisha)",09/2024,,09/2024,03/2028,1281.81,1281.81,128.0,2.0,November 2025,66.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617390,1281.81,1281.81,128.0,2.0,9.985879342492257,7.985879342492257,0.0,0.12000000000000001,42.0,1,0
645,Ministry of Railways,Railways,Murkongselek-Pasighat,Northeast Frontier Railway (NFR) - II,705401,,,"Multi-States (Arunachal Pradesh, Assam)",02/2011,,03/2023,03/2025,5.0,2026.0,435.0,1250.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705401,5.0,2026.0,435.0,100.0,21.470878578479763,-78.52912142152024,500.0,1.1,24.0,1,1
643,Ministry of Railways,Railways,Kazipet-Vijayawada 3rd line with electrification [220 km],South Central Railway [SCR] - II,705612,,,"Multi-States (Andhra Pradesh, Telangana)",03/2013,,08/2014,02/2025,12.0,2025.0,1953.0,3363.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705612,12.0,2025.0,1953.0,100.0,96.44444444444444,-3.555555555555557,500.0,1.1,126.0,1,1
642,Ministry of Railways,Railways,Rail Connectivity to Errupalem Amravati Namburu 57 Km,South Central Railway [SCR] - II,617214,,,"Multi-States (Andhra Pradesh, Telangana)",11/2024,,11/2024,03/2027,2047.4,2047.4,14.49,0.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617214,2047.4,2047.4,14.49,0.0,0.7077268731073556,0.7077268731073556,0.0,0.1,28.0,1,0
641,Ministry of Railways,Railways,Doubling of Guntur Bibinagar 239 Km,South Central Railway [SCR] - II,617211,,,"Multi-States (Andhra Pradesh, Telangana)",08/2023,,08/2023,03/2029,2853.23,2853.23,75.78,1.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617211,2853.23,2853.23,75.78,1.0,2.6559373061407596,1.6559373061407596,0.0,0.11,67.0,1,0
640,Ministry of Railways,Railways,Doubling between Motumari  Vishnupuram - 88.81 Km and Rail over Rail - RoR at Motumari - 10.877 Km,South Central Railway [SCR] - II,616857,,,"Multi-States (Andhra Pradesh, Telangana)",02/2024,,03/2025,03/2029,1595.55,1595.55,14.45,1.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,616857,1595.55,1595.55,14.45,1.0,0.9056438218796027,-0.09435617812039732,0.0,0.11,48.0,1,0
639,Ministry of Railways,Railways,Tindivanam-Nagari New Line Project [184.5 km],Ministry of Railways,400275,,,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,,10/2008,09/2025,3.0,2028.0,3631.0,3631.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,400275,3.0,2028.0,3631.0,100.0,179.04339250493098,79.04339250493098,500.0,1.1,203.0,1,1
638,Ministry of Railways,Railways,Vizianagaram-Sambhalpur 3rd Line Project,RVNL,705520,,,"Multi-States (Andhra Pradesh, Odisha)",06/2016,,12/2016,03/2025,4803.16,4803.16,2979.23,0.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705520,4803.16,4803.16,2979.23,0.0,62.02645758209179,62.02645758209179,0.0,0.1,99.0,1,0
637,Ministry of Railways,Railways,Doubling of Kottavalasa-Koraput Rail Line [189 KM],East Coast Railway [ECoR] - II,705512,,,"Multi-States (Andhra Pradesh, Odisha)",12/2015,,01/2016,03/2022,3.0,2028.0,2500.0,2500.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705512,3.0,2028.0,2500.0,100.0,123.2741617357002,23.274161735700204,500.0,1.1,74.0,1,1
636,Ministry of Railways,Railways,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],RVNL - II,400253,,,"Multi-States (Andhra Pradesh, Odisha)",06/2016,,11/2016,12/2025,12.0,2025.0,4803.0,6669.91,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,400253,12.0,2025.0,4803.0,100.0,237.18518518518516,137.18518518518516,500.0,1.1,109.0,1,1
635,Ministry of Railways,Railways,Doubling between Mudkhed  Medchal & Mahbubnagar  Dhone section 417.88 Km,South Central Railway [SCR] - II,617212,,,"Multi-States (Andhra Pradesh, Maharashtra, Telangana)",08/2023,,08/2023,03/2029,4686.09,4686.09,778.34,1.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617212,4686.09,4686.09,778.34,1.0,16.609582829181686,15.609582829181686,0.0,0.11,67.0,1,0
634,Ministry of Railways,Railways,"Renigunta, Wadi & Gooty Bypass Railway Project",South Central Railway [SCR] - I,705610,,,"Multi-States (Andhra Pradesh, Karnataka)",04/2016,,04/2016,12/2025,12.0,2025.0,302.0,543.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705610,12.0,2025.0,302.0,100.0,14.913580246913579,-85.08641975308642,500.0,1.1,116.0,1,1
633,Ministry of Railways,Railways,Rayadurg-Tumkur via Kalyandurg New Line [207 km],South Western Railway [SWR] - II,705494,,,"Multi-States (Andhra Pradesh, Karnataka)",03/2008,,07/2010,09/2015,2.0,2028.0,2496.0,2496.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705494,2.0,2028.0,2496.0,100.0,123.07692307692308,23.07692307692308,500.0,1.1,62.0,1,1
644,Ministry of Railways,Railways,Vijayawada - Kazipet Byepass line,South Central Railway [SCR] - II,705632,,,"Multi-States (Andhra Pradesh, Telangana)",04/2016,,04/2016,01/2025,12.0,2025.0,647.0,904.0,November 2025,65.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705632,12.0,2025.0,647.0,100.0,31.950617283950617,-68.04938271604938,500.0,1.1,105.0,1,1
605,Ministry of Railways,Railways,Nimach-Ratlam Doubling [133 Km],Western Railway [WR] - II,705933,,,Madhya Pradesh,10/2021,,10/2021,10/2027,10.0,2027.0,1095.88,1095.88,November 2025,64.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705933,10.0,2027.0,1095.88,100.0,54.064134188455846,-45.935865811544154,500.0,1.1,72.0,1,1
821,"Department of Water Resources, River Development & GR",Waste & Water,Morna [Gureghar] Irrigation Project,"Department of Water Resources, River Development & GR",701395,,,Uttar Pradesh,04/2007,,12/2007,12/2025,219.9,219.9,115.2,31.0,November 2025,72.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,701395,219.9,219.9,115.2,31.0,52.38744884038199,21.387448840381992,0.0,0.41000000000000003,216.0,1,0
819,"Department of Water Resources, River Development & GR",Waste & Water,Rajiv Bhima Lift Irrigation Scheme,Irrigation and CAD-TG,701406,,,Telangana,04/2007,,01/2008,12/2019,3.0,2026.0,1402.0,2509.66,November 2025,72.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,701406,3.0,2026.0,1402.0,100.0,69.20039486673247,-30.799605133267534,500.0,1.1,143.0,1,1
741,Ministry of Railways,Railways,Janghai-Pratapgarh- Amethi,CAO/C/II/NR,705588,,,Uttar Pradesh,11/2017,,03/2017,03/2025,3.0,2026.0,722.0,1194.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705588,3.0,2026.0,722.0,100.0,35.636722606120436,-64.36327739387957,500.0,1.1,96.0,1,1
742,Ministry of Railways,Railways,Lalitpur-Birari with flyover at Lalitpur- 16 Km,North Central Railway,705766,,,Uttar Pradesh,03/2017,,11/2017,12/2024,1.0,2026.0,304.44,356.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705766,1.0,2026.0,304.44,100.0,15.02665350444225,-84.97334649555775,500.0,1.1,85.0,1,1
743,Ministry of Railways,Railways,Allahabad-Bamhrauli Flyover Construction & 4th Railway Line Project,North Central Railway,705771,,,Uttar Pradesh,04/2019,,10/2020,03/2026,3.0,2026.0,494.0,494.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705771,3.0,2026.0,494.0,100.0,24.383020730503453,-75.61697926949654,500.0,1.1,65.0,1,1
744,Ministry of Railways,Railways,"Mughalsarai-Allahabad, 3rd line",North Central Railway,705772,,,Uttar Pradesh,12/2015,,03/2016,12/2026,3.0,2027.0,2649.0,2649.44,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705772,3.0,2027.0,2649.0,100.0,130.68574247656636,30.68574247656636,500.0,1.1,129.0,1,1
745,Ministry of Railways,Railways,Aligarh -Daud Khan Flyover Construction & 3rd Railway Line Project,CAO/C/NCR,705774,,,Uttar Pradesh,04/2019,,09/2020,01/2025,3.0,2027.0,758.0,779.49,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705774,3.0,2027.0,758.0,100.0,37.39516526887025,-62.60483473112975,500.0,1.1,52.0,1,1
746,Ministry of Railways,Railways,Bhandai - Flyover for Etawah bound down train- 10 Km,North Central Railway (NCR) - II,705777,,,Uttar Pradesh,07/2020,,04/2021,02/2026,2.0,2027.0,250.18,250.18,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705777,2.0,2027.0,250.18,100.0,12.342377898371979,-87.65762210162802,500.0,1.1,58.0,1,1
747,Ministry of Railways,Railways,"Phephna-Indara, Mau-Shahganj doubling excluding Indara-Mau",RVNL - I,705779,,,Uttar Pradesh,05/2017,,10/2019,12/2024,3.0,2026.0,1178.0,1777.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705779,3.0,2026.0,1178.0,100.0,58.144126357354395,-41.855873642645605,500.0,1.1,62.0,1,1
748,Ministry of Railways,Railways,Bhatni-Aurnihar with electrification excluding Indara-Mau,RVNL - I,705780,,,Uttar Pradesh,03/2018,,03/2017,12/2024,12.0,2025.0,2529.0,2529.46,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705780,12.0,2025.0,2529.0,100.0,124.8888888888889,24.8888888888889,500.0,1.1,93.0,1,1
749,Ministry of Railways,Railways,Barabanki-Malhaur 3rd & 4th Railway Line Project,CAO/C/NR,705782,,,Uttar Pradesh,01/2019,,04/2017,03/2025,3.0,2026.0,407.0,407.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705782,3.0,2026.0,407.0,100.0,20.088845014807504,-79.9111549851925,500.0,1.1,95.0,1,1
750,Ministry of Railways,Railways,Janghai-Phaphamau Doubling Rail Line Project,RVNL,705784,,,Uttar Pradesh,11/2018,,03/2020,03/2025,3.0,2025.0,357.0,978.77,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705784,3.0,2025.0,357.0,100.0,17.62962962962963,-82.37037037037037,500.0,1.1,60.0,1,1
751,Ministry of Railways,Railways,Rishikesh-Karnaprayag New Rail Line- 125 km,RVNL - I,705429,,,Uttarakhand,11/2016,,08/2018,12/2025,3.0,2027.0,38953.0,38953.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705429,3.0,2027.0,38953.0,100.0,300.0,200.0,500.0,1.1,88.0,1,1
752,Ministry of Railways,Railways,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,Eastern Railway [ER] - I,400247,,,West Bengal,07/2015,,11/2005,02/2027,2.0,2027.0,1000.0,1000.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,400247,2.0,2027.0,1000.0,100.0,49.333991119881595,-50.666008880118405,500.0,1.1,255.0,1,1
753,Ministry of Railways,Railways,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,,,West Bengal,03/2001,,02/2008,03/2019,2.0,2026.0,1189.0,1542.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,400273,2.0,2026.0,1189.0,100.0,58.687068114511355,-41.312931885488645,500.0,1.1,133.0,1,1
754,Ministry of Railways,Railways,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,,,West Bengal,03/2010,,10/2011,12/2025,3.0,2026.0,8964.0,8964.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,400277,3.0,2026.0,8964.0,100.0,300.0,200.0,500.0,1.1,170.0,1,1
755,Ministry of Railways,Railways,Construction of Balurghat-Hilli new BG Line,Northeast Frontier Railway [NFR],612096,,,West Bengal,12/2010,,12/2010,03/2027,3.0,2027.0,1209.0,1181.57,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,612096,3.0,2027.0,1209.0,100.0,59.64479526393686,-40.35520473606314,500.0,1.1,195.0,1,1
756,Ministry of Railways,Railways,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,South Eastern Railway - JH,617345,,,West Bengal,03/2024,,12/2024,10/2026,226.87,226.87,21.22,20.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617345,226.87,226.87,21.22,20.0,9.353374179045268,-10.646625820954732,0.0,0.30000000000000004,22.0,1,0
757,Ministry of Railways,Railways,Joka-BBD Bag new metro project,RVNL - II,705730,,,West Bengal,03/2010,,04/2010,12/2026,12.0,2029.0,4835.0,10362.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705730,12.0,2029.0,4835.0,100.0,238.29472646623952,138.29472646623952,500.0,1.1,200.0,1,1
758,Ministry of Railways,Railways,Noapara-Barasat via Bimanbandar - Construction of Metro railway [18 km],"Metro Railway, Kolkata",706776,,,West Bengal,11/2010,,03/2010,08/2026,3.0,2029.0,4830.0,4830.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,706776,3.0,2029.0,4830.0,100.0,238.04829965500244,138.04829965500244,500.0,1.1,197.0,1,1
759,Ministry of Railways,Railways,Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway,RVNL - II,706777,,,West Bengal,03/2010,,03/2010,12/2026,12.0,2025.0,2298.0,2734.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,706777,12.0,2025.0,2298.0,100.0,113.48148148148147,13.481481481481467,500.0,1.1,201.0,1,1
760,Ministry of Railways,Railways,Krishnapatnam Node - Phase 1 - Roads and Services Development,National Industrial Corridor Development Corporation,701658,,,Andhra Pradesh,12/2020,,02/2024,02/2028,2139.44,2139.44,503.39,24.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,701658,2139.44,2139.44,503.39,24.0,23.529054331974724,-0.4709456680252764,0.0,0.33999999999999997,48.0,1,0
761,Ministry of Railways,Railways,Tumakuru Node - Phase 1 - Roads and Services Development,National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],701657,,,Karnataka,12/2020,,02/2023,09/2026,1701.81,1701.81,153.26,14.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,701657,1701.81,1701.81,153.26,14.0,9.005705689824364,-4.994294310175636,0.0,0.24000000000000002,43.0,1,0
762,Department of Telecommunications,Telecommunication,SETTING UP OF PHYSICAL INFRASTRUCTURE FOR THE NATIONAL INSTITUTE OF COMMUNICATION FINANCE [NICF] AT GHITORNI,National Communication Academy - Finance (Erstwhile NICF,709859,,,Delhi,10/2014,,04/2018,02/2020,10.0,2025.0,248.2,248.2,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,709859,10.0,2025.0,248.2,100.0,12.25679012345679,-87.7432098765432,500.0,1.1,22.0,1,1
763,Department of Telecommunications,Telecommunication,Provision of 4G based Mobile Services in Uncovered Villages and National Highways of Meghalaya,Department of Telecommunications,701598,,,Meghalaya,09/2019,,09/2020,03/2022,3.0,2026.0,971.96,971.96,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,701598,3.0,2026.0,971.96,100.0,47.97433366238894,-52.02566633761106,500.0,1.1,18.0,1,1
740,Ministry of Railways,Railways,Burhwal Gonda 3rd line,North Eastern Railway [NER],705567,,,Uttar Pradesh,11/2017,,07/2019,03/2025,1.0,2026.0,1016.0,1118.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705567,1.0,2026.0,1016.0,100.0,50.14807502467917,-49.85192497532083,500.0,1.1,68.0,1,1
739,Ministry of Railways,Railways,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,M/S SRC company Infra Private Limited,617370,,,Uttar Pradesh,03/2023,,02/2025,01/2027,180.66,180.66,4.0,12.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617370,180.66,180.66,4.0,12.0,2.214103841470165,-9.785896158529836,0.0,0.22,23.0,1,0
738,Ministry of Railways,Railways,Surface triangle line bet. Bhadura stn and new crossing stn Karma,East Central Railway [ECR] - I,617333,,,Uttar Pradesh,10/2022,,05/2024,02/2027,199.96,199.96,0.0,0.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617333,199.96,199.96,0.0,0.0,0.0,0.0,0.0,0.1,33.0,1,0
737,Ministry of Railways,Railways,Chunar-Chopan doubling project,North Central Railway,617284,,,Uttar Pradesh,08/2023,,01/2025,03/2028,1423.96,1423.96,58.77,5.0,November 2025,69.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617284,1423.96,1423.96,58.77,5.0,4.127222674794235,-0.8727773252057647,0.0,0.15000000000000002,38.0,1,0
713,Ministry of Railways,Railways,Ludhiana- Killa Raipur Railway  Doubling Project,Railway,705783,,,Punjab,03/2019,,12/2022,03/2025,3.0,2026.0,237.64,238.0,November 2025,68.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,705783,3.0,2026.0,237.64,100.0,11.729516288252714,-88.27048371174729,500.0,1.1,27.0,1,1
714,Ministry of Railways,Railways,Dedicated Test Track for RDSO Phase II,North Western Railway [NWR],611614,,,Rajasthan,11/2021,,11/2021,11/2026,11.0,2026.0,819.48,967.06,November 2025,68.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,611614,11.0,2026.0,819.48,100.0,40.44817374136229,-59.55182625863771,500.0,1.1,60.0,1,1
715,Ministry of Railways,Railways,Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli Gauge Conversion [152 Km],North Western Railway [NWR],611849,,,Rajasthan,01/2023,,01/2023,06/2028,6.0,2028.0,968.92,968.92,November 2025,68.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,611849,6.0,2028.0,968.92,100.0,47.77712031558185,-52.22287968441815,500.0,1.1,65.0,1,1
716,Ministry of Railways,Railways,Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions under WTA 527,WPO/Patna,611929,,,Rajasthan,09/2022,,06/2023,12/2024,166.86,166.86,0.0,0.0,November 2025,68.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,611929,166.86,166.86,0.0,0.0,0.0,0.0,0.0,0.1,18.0,1,0
717,Ministry of Railways,Railways,PUSHKAR- MERTA CITY NEW LINE,North Western Railway [NWR],616841,,,Rajasthan,02/2024,,02/2024,12/2026,799.64,799.64,14.64,4.0,November 2025,68.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,616841,799.64,799.64,14.64,4.0,1.830823870741834,-2.169176129258166,0.0,0.14,34.0,1,0
718,Ministry of Railways,Railways,AJMER- CHANDERIYA DOUBLING,North Western Railway [NWR],616843,,,Rajasthan,02/2024,,02/2024,06/2027,1634.79,1634.79,140.65,7.0,November 2025,68.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,616843,1634.79,1634.79,140.65,7.0,8.603551526495758,1.6035515264957585,0.0,0.17,40.0,1,0
719,Ministry of Railways,Railways,SADULPUR - CHURU  DOUBLING PROJECT,North Western Railway [NWR],617403,,,Rajasthan,01/2024,,01/2024,06/2026,468.64,468.64,128.6,52.0,November 2025,68.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617403,468.64,468.64,128.6,52.0,27.441106179583475,-24.558893820416525,0.0,0.62,29.0,1,0
720,Ministry of Railways,Railways,POKHRAN - RAMDEVRA New Line,North Western Railway [NWR],617404,,,Rajasthan,04/2025,,04/2025,03/2028,189.21,189.21,0.0,0.0,November 2025,68.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617404,189.21,189.21,0.0,0.0,0.0,0.0,0.0,0.1,35.0,1,0
721,Ministry of Railways,Railways,NATHDWARA- NATHDWARA TOWN NL,North Western Railway [NWR],617408,,,Rajasthan,03/2019,,04/2024,03/2027,166.33,166.33,83.34,2.0,November 2025,68.0,FlashReport_November_2025_All_Ongoing_Projects_Structured.csv,2025-11-01,,,617408,166.33,166.33,83.34,2.0,50.105212529309206,48.105212529309206,0.0,0.12000000000000001,35.0,1,0
